delay_ns,amplitude,gain_dB
215.7975377142986,0.015457270677470304,-36.21734375862023
225.5397110270538,1.8483607690219603e-05,-94.66426515686553
428.6452760515541,2.467205455346665e-06,-112.15589366680828
269.56424312393517,0.00042604231805761953,-67.4109452204749
248.87364183577168,1.8301902749609603e-05,-94.7500751335896
420.93456509090663,0.0001810164627860026,-74.84563851676124
266.2894951373829,0.0004365561436591849,-67.19919791140555
432.986740343864,1.518921885791841e-06,-116.36929120400653
287.00044989748324,1.3696864650616164e-05,-97.26757671639552
233.95463356109803,1.5771842667004255e-05,-96.04235127817547
270.0998064917828,0.00037475776392889673,-68.52498722047825
233.79742165372252,1.585739123807245e-05,-95.99536517277608
575.8306733586876,5.711725840292516e-07,-124.86465293257035
265.25720859395517,0.0006372787738123872,-63.91341093119263
236.53595754618468,1.5178173091737682e-05,-96.37560997582631
247.90325918053506,1.6799846810016222e-05,-95.4938935677065
416.39885760380946,2.440126824588073e-06,-112.25175201595172
264.8093802516788,0.0006357103555185525,-63.934814279871766
796.5611918643995,1.327452763325994e-07,-137.5396184820194
248.15871287781692,1.6091575251737364e-05,-95.86802878905652
320.92936960871447,8.190273502632014e-06,-101.73403190691472
282.6753704411426,1.4859810179566623e-05,-96.55973476506647
260.13639789834843,1.845284572568417e-05,-94.67873298287864
285.3486002177004,1.3630604105792406e-05,-97.30969791779196
441.79985635690707,9.96489989699188e-05,-80.03054119346437
423.5055718997229,0.00018248020725568703,-74.77568468944293
300.3065642686802,5.786345178026478e-06,-104.75191325115871
286.0229891643411,0.00064366968311793,-63.82673891372812
239.8818640252947,1.6436934613687454e-05,-95.68358344941144
574.7332178101987,5.279454136813505e-07,-125.54821957063004
429.2575840040243,0.00017006737175648647,-75.3875799976301
283.35695576260287,0.0005770699121253786,-64.77543137601926
1614.1607303346163,7.141530949502153e-09,-162.92417354695908
315.7351973252494,8.888855407227858e-06,-101.02308316603566
300.5294097459797,1.095935454110689e-05,-99.20430046354797
286.6166580965854,1.3765174774155956e-05,-97.22436540140336
310.3599616507691,6.5703538861952636e-06,-103.6482247650212
232.22818165743595,1.6232135365403192e-05,-95.79248688454777
266.0167194112907,0.00047626574877830257,-66.44301300346334
246.64391760800183,1.4996073582867564e-05,-96.48044874490445
259.56846073125877,1.8093391728815538e-05,-94.84960028133628
266.38525338076295,0.0008048524119119186,-61.88567500304477
230.66277640798958,1.733568792718983e-05,-95.22117839361628
269.16593631084373,0.000468237153267977,-66.5906825851459
511.58980038019934,9.527219870663317e-05,-80.42067623902184
343.46930428718935,5.128476245979802e-06,-105.80023303406995
324.9139831272426,6.4587993560416856e-06,-103.79696413393154
286.0612861559731,1.2132232653423448e-05,-98.32118540090832
275.9986221960055,1.1910036399268497e-05,-98.4817382246227
276.1691840486305,1.1946371685832134e-05,-98.45527954467573
229.18663161887645,1.7345554238424446e-05,-95.21623637381082
266.1355046065832,0.0005260862075648375,-65.57886167958627
266.9141326819843,1.7032106166267657e-05,-95.3746328894495
275.59566729793653,1.2863401342839752e-05,-97.81288360007036
281.3255358140916,0.0006901434431462313,-63.221212675330285
263.31573932039976,1.8075537505179446e-05,-94.85817558792994
266.0108303455911,0.0004460181556256125,-67.01294925053135
272.6648147113353,0.00041707267283712564,-67.59576529561939
282.7889484628839,0.000580568619668461,-64.7229288386757
663.9066738127332,3.2991955250277415e-05,-89.63183890931538
263.51581440679786,1.7999289330690847e-05,-94.89489283776985
249.84809283924918,1.2286862948848502e-05,-98.21117971885762
348.0480089826487,5.8140121088443004e-06,-104.7104813611887
265.75713092174556,0.0007939914829053895,-62.003683123927345
281.342599588162,0.0006407540639992276,-63.86617261221993
280.3664472861158,1.4861576966806623e-05,-96.55870210000793
298.26748478137756,6.959888150272057e-06,-103.14795479431163
278.9532196412985,1.55321714784624e-05,-96.17535646792942
262.2707239124524,1.3162457891652744e-05,-97.61326010333082
272.8103845723747,1.6678552325967598e-05,-95.55683296380843
304.34871891408005,5.893357914360433e-06,-104.59274365217965
235.51024818043683,2.2253631960850636e-05,-93.05198197516034
277.83971483177123,8.203726459987248e-06,-101.71977657821053
265.9979855875379,9.821646206991938e-06,-100.15631427950773
393.891301920366,0.0001496736177876667,-76.49709487610066
265.7324120145234,0.00047553262037923927,-66.45639372322601
241.99313608598632,5.607226646848099e-05,-85.02503778301987
619.8918638910759,4.343818575257916e-05,-87.24256643730573
267.30808416057465,1.3421268960056789e-05,-97.4441284071905
344.9964141677895,6.160816013085332e-06,-104.20723521609709
282.374248480644,1.4959496914627956e-05,-96.50166022953115
260.4222667898487,1.839244391557962e-05,-94.70721119171327
297.86324364239977,6.169446420963296e-06,-104.19507606165863
254.43997589354422,1.3403051984480722e-05,-97.45592595942273
238.8305679033442,1.6038216996179768e-05,-95.8968782967999
266.9565022782145,0.0008242890090388712,-61.67840981886275
280.53602798083716,0.0007739742370036754,-62.22546990555033
422.0750851275945,0.00017730499587698286,-75.02558054446914
494.41786142902083,0.00010968186390686005,-79.19730355722537
264.87424232752875,1.4648212593141463e-05,-96.68430731274239
308.3157625464499,1.0498890266655606e-05,-99.57713206914997
253.23969330979875,4.744436207992416e-05,-86.47630776718015
292.0937740162555,0.0004486643118244111,-66.96156948494082
579.9840589379398,5.7136946602517335e-05,-84.86165944046203
243.04080392145028,0.00012823010955734373,-77.84019973358924
267.29635394792643,0.000787670275282676,-62.07311086830287
482.6940348906904,0.00011795034724230373,-78.56601552453009
256.6535032063304,1.1106887984994353e-05,-99.08815216099927
419.36607358950044,0.00018784604352503647,-74.523958955141
345.56549247141623,5.957268253289572e-06,-104.4990568672513
384.88525015173263,2.9203350735970632e-06,-110.69134631167859
320.2348506165464,5.713575651990841e-06,-104.8618403572675
245.92817607728907,1.490970390432499e-05,-96.53061962456135
266.2217791305158,0.0005002637151718099,-66.01601991923094
267.23351341760923,0.00062524748377245,-64.07896094711718
914.3473118361064,2.2013570327167367e-05,-93.14619029146941
373.75935749376646,2.6869962250488535e-06,-111.41465887410254
261.58704807190037,1.8133454585490087e-05,-94.83038902068714
1545.3316309115341,8.52036036827797e-09,-161.39084072755531
282.2917748214758,0.00067035092282911,-63.47395576836392
367.2239384843774,4.162401897315991e-06,-107.61311978301649
317.0129035837696,4.91150570988026e-06,-106.17570693454086
226.64564776708977,1.78375536024809e-05,-94.97329417610045
266.64613243648347,0.0004162560751279136,-67.61278830093043
245.44718198862196,0.00011885036683911476,-78.49998946913126
451.64139119995696,1.5573544200312838e-06,-116.15225080390013
335.3717440402863,5.989621310206285e-06,-104.45201269440636
254.6202522168269,1.8284612345789116e-05,-94.75828485513162
279.66678822130245,1.5172220534847714e-05,-96.37901706527032
439.9421620511529,1.6992680167823355e-06,-115.3947623339822
325.47020606905886,6.188875397645139e-06,-104.16776521982246
753.5499419855742,1.849145100799364e-05,-94.66058017590798
249.61006654684084,1.6167548889334137e-05,-95.82711634216345
242.7341610833852,0.00013169063513211984,-77.60890215529008
288.41700431006205,0.000452000717878766,-66.89721750861577
296.91825976894313,0.0003681433655370451,-68.67966043432358
282.96124167312064,7.716548861270911e-06,-102.25153779022659
629.7076707216132,5.42541412005132e-05,-85.31134213322363
232.98029916662546,0.0005707114466071128,-64.8716683367043
253.0457814251383,1.617832210778556e-05,-95.82133044201044
413.88148034774474,0.00019131350477541762,-74.3650874429008
323.5821128128818,8.290835386000611e-06,-101.62803415316426
253.28583245647746,1.1863066080398807e-05,-98.51606100913864
532.3840097281675,7.529562281405813e-07,-122.46460540107356
394.77258600641665,2.5897926543677855e-06,-111.73470010577728
239.18546411118982,2.69139706385834e-05,-91.40044451427735
342.22416001386074,5.2118402173994196e-06,-105.66017814378395
934.5795276290795,2.007246830773968e-05,-93.94798438231989
348.5008502312241,4.737454852525128e-06,-106.48909831574976
428.07848913092465,1.7118051784455163e-06,-115.33091328313799
299.1667093653664,9.047273111020876e-06,-100.86964598780988
556.3959096450126,6.153079336031061e-07,-124.21814970416037
276.13853454830104,1.203973721583358e-05,-98.38765984122979
520.817588672832,8.961541419418253e-05,-80.95234567199837
283.7257553399206,0.0007596168506541164,-62.38810819663276
282.5553668104919,0.000632353496970684,-63.98080150824404
290.7952878499255,6.579256285829666e-06,-103.6364639186477
262.9299235367287,1.7210629951245152e-05,-95.2840646627775
279.50029487851526,0.000367912615371938,-68.68510640741728
540.825926278929,0.00015224616140172546,-76.34907296937824
357.2218695086414,0.00019919682540455564,-74.01435174397632
250.5859581968905,1.9005712422603338e-05,-94.42231692752489
283.99907658891186,0.000756727088275235,-62.42121438955587
226.0784046366051,7.056120178457282e-05,-83.0286806198933
318.08985363622145,6.011099434842551e-06,-104.42092175855727
568.3065801322899,5.815312231319326e-07,-124.70853925001327
279.99093271066823,1.3781872109142056e-05,-97.2138356900107
220.1641059553492,3.8562914556110904e-05,-88.27660299756164
237.22488985359155,1.792919037867706e-05,-94.9287864251665
317.1330856063341,7.221720895748414e-06,-102.82718600297649
1697.0139710095366,7.69206745888854e-06,-102.27913831369824
420.65770103922523,0.0001843090929031264,-74.68906476602127
266.9991216982482,9.723484905986458e-06,-100.24356111260215
347.9365067184991,3.2280163308466306e-06,-109.82128553613292
522.6312082218008,8.83331940187631e-05,-81.07752131458467
264.5397662308137,0.000646292493800979,-63.7914177610064
585.2879884522399,0.00011135240071803822,-79.06600830589795
337.1306141751133,4.917703444271794e-06,-106.16475328746287
285.6630853783929,0.0005828917167140074,-64.68824232510738
515.3887841582526,9.17023340945466e-05,-80.75239220230708
682.7731862432372,5.5277952328284766e-05,-85.14896105978194
279.57114255186775,0.0003440510796098078,-69.26754150055486
636.1873449771306,3.44944993048971e-07,-129.24500309099537
242.9704554857921,1.3812816480610113e-05,-97.19435516517845
285.9154051730252,0.0005496933907820507,-65.19758969452715
249.75966042754334,1.2725273482376452e-05,-97.90665750695852
367.1573237300385,3.2628604239400755e-06,-109.72803007440568
410.6729578197139,1.8816959534445675e-06,-114.50901098064854
276.57183789199445,1.2660709308973498e-05,-97.95083925075895
338.88506390864933,6.074216290934213e-06,-104.3301949553462
224.52433937637676,1.9578066117576994e-05,-94.16460418318485
365.30253979102287,4.275928427533906e-06,-107.37939145648325
445.22516882548655,0.0001576602758361212,-76.04555435896384
349.74032276600207,5.344090802973153e-06,-105.44252342496476
